01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01
00,00,00,00,00,00,00,00,80,80,80,80,80,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,83,00,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,80,80,80,80,80,80,80,00,00,01,01,01,01,01,01,01,01,01,01
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,90,05,05,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,79,79,79,79,79,00,00,00,00,00,00,00,00,05,05,01,01,05,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,84,00,00,00,00,00,00,00,00,00,00,00,03,03,03,03,03,03
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,90,79,79,79,79,79,00,00,00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,05,05,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,05,05,01,01,01,01,01,00,00,00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,01,01,01,01,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00
05,05,05,05,05,05,05,05,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,00,01,01,01,00,00,00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,01,00,00,00,00,00,00,05,01,01,01,01,01,05,05,00,00,00,00,00,00,00,00,00,00,00,00
07,07,07,07,07,07,07,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,00,00,00,00,00,00,05,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,00,00,00,00,00,00,05,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,05,05
07,02,02,02,02,02,02,07,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,00,00,00,00,05,05,01,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,00,00,00,00,00,05,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,05,05,07,07
07,07,07,07,07,07,07,07,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,02,00,00,00,00,05,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,01,00,00,00,00,00,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,90,00,07,07,07,07
07,07,07,07,07,07,07,07,07,05,05,05,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,00,00,05,05,05,05,07,07,07,07
